requirement_id,priority,implementation_status,source_document,source_line,source_section,text,verification_method,owner,release_gate,external_validation_status,waiver_status,waiver_expiration,implementation_files,test_ids,test_result_evidence_paths,dependency_ids,epic_ids,notes
GOVETH-002,P0,NOT_STARTED,00-governance/009_data_ethics_and_truthfulness.md,37,4. Normative requirements,"Generated voice, likeness, dialogue, or first-person narration shall require a specific consent basis and persistent label.",Automated test,UNASSIGNED,FIRST_PRODUCTION_BLOCKING,NOT_REQUIRED,NONE,,[],"[""REQ-GOVETH-002""]",[],"[""DATA-002"",""FND-001""]","[""GOV-001"",""IAM-001""]",
GOVETH-003,P1,NOT_STARTED,00-governance/009_data_ethics_and_truthfulness.md,38,4. Normative requirements,The platform shall provide an evidence-view mode for reconstructed memories and edited visual scenes.,Controlled verification,UNASSIGNED,CONTROLLED_POST_P0_MILESTONE,NOT_REQUIRED,NONE,,[],"[""REQ-GOVETH-003""]",[],"[""DATA-002"",""FND-001""]","[""GOV-001"",""IAM-001""]",
GOVETH-004,P1,NOT_STARTED,00-governance/009_data_ethics_and_truthfulness.md,39,4. Normative requirements,"Sensitive captures shall support subject access, correction, restriction, export, and deletion workflows subject to legal hold and shared-rights policy.",Controlled verification,UNASSIGNED,CONTROLLED_POST_P0_MILESTONE,NOT_REQUIRED,NONE,,[],"[""REQ-GOVETH-004""]",[],"[""DATA-002"",""FND-001""]","[""GOV-001"",""IAM-001""]",
GOVETH-005,P1,NOT_STARTED,00-governance/009_data_ethics_and_truthfulness.md,40,4. Normative requirements,"The product shall not use grief, urgency, or family conflict to pressure users into broader consent or paid retention.",Controlled verification,UNASSIGNED,CONTROLLED_POST_P0_MILESTONE,NOT_REQUIRED,NONE,,[],"[""REQ-GOVETH-005""]",[],"[""DATA-002"",""FND-001""]","[""GOV-001"",""IAM-001""]",
GOVETH-006,P0,NOT_STARTED,00-governance/009_data_ethics_and_truthfulness.md,135,15. Version 1.1 photorealism and interaction ethics,"Interaction smoothness or photorealism shall not suppress source, uncertainty, generation, dispute, redaction, or authority labels.",UX truthfulness test,UNASSIGNED,FIRST_PRODUCTION_BLOCKING,NOT_REQUIRED,NONE,,[],"[""REQ-GOVETH-006""]",[],"[""DATA-002"",""FND-001""]","[""GOV-001"",""IAM-001""]",
GOVETH-007,P0,NOT_STARTED,00-governance/009_data_ethics_and_truthfulness.md,136,15. Version 1.1 photorealism and interaction ethics,"An interaction proxy shall not be cited as evidence for a construction condition, person's identity, object history, or remembered event.",Assertion policy test,UNASSIGNED,FIRST_PRODUCTION_BLOCKING,NOT_REQUIRED,NONE,,[],"[""REQ-GOVETH-007""]",[],"[""DATA-002"",""FND-001""]","[""GOV-001"",""IAM-001""]",
GOVETH-008,P1,NOT_STARTED,00-governance/009_data_ethics_and_truthfulness.md,137,15. Version 1.1 photorealism and interaction ethics,The experience shall expose unknown/occluded/uncertain regions instead of silently completing them for navigability or beauty.,Scenario test,UNASSIGNED,CONTROLLED_POST_P0_MILESTONE,NOT_REQUIRED,NONE,,[],"[""REQ-GOVETH-008""]",[],"[""DATA-002"",""FND-001""]","[""GOV-001"",""IAM-001""]",
GOVETH-009,P1,NOT_STARTED,00-governance/009_data_ethics_and_truthfulness.md,138,15. Version 1.1 photorealism and interaction ethics,A user shall be able to reach source/evidence and limitations views from a photoreal or immersive scene without privileged tools.,Accessibility/UX test,UNASSIGNED,CONTROLLED_POST_P0_MILESTONE,NOT_REQUIRED,NONE,,[],"[""REQ-GOVETH-009""]",[],"[""DATA-002"",""FND-001""]","[""GOV-001"",""IAM-001""]",
ARCCTX-001,P0,NOT_STARTED,20-architecture/200_system_context.md,36,4. Normative requirements,The context model shall identify data controller/processor responsibility for each deployment profile.,Controlled verification,UNASSIGNED,FIRST_PRODUCTION_BLOCKING,NOT_REQUIRED,NONE,,[],"[""REQ-ARCCTX-001""]",[],[],"[""FND-001""]",
ARCCTX-002,P0,NOT_STARTED,20-architecture/200_system_context.md,37,4. Normative requirements,"Every inbound source shall pass schema, malware, decompression-bomb, and content-policy checks before processing.",Automated test,UNASSIGNED,FIRST_PRODUCTION_BLOCKING,NOT_REQUIRED,NONE,,[],"[""REQ-ARCCTX-002""]",[],[],"[""FND-001""]",
ARCCTX-003,P1,NOT_STARTED,20-architecture/200_system_context.md,38,4. Normative requirements,"Every outbound export shall apply permissions, consent, redaction, watermarking policy, and audit logging.",Controlled verification,UNASSIGNED,CONTROLLED_POST_P0_MILESTONE,NOT_REQUIRED,NONE,,[],"[""REQ-ARCCTX-003""]",[],[],"[""FND-001""]",
ARCCTX-004,P1,NOT_STARTED,20-architecture/200_system_context.md,39,4. Normative requirements,External service outages shall degrade bounded capabilities without corrupting canonical data.,Controlled verification,UNASSIGNED,CONTROLLED_POST_P0_MILESTONE,NOT_REQUIRED,NONE,,[],"[""REQ-ARCCTX-004""]",[],[],"[""FND-001""]",
ARCCTX-005,P1,NOT_STARTED,20-architecture/200_system_context.md,40,4. Normative requirements,Trust-boundary changes shall require threat-model review.,Controlled verification,UNASSIGNED,CONTROLLED_POST_P0_MILESTONE,NOT_REQUIRED,NONE,,[],"[""REQ-ARCCTX-005""]",[],[],"[""FND-001""]",
ARCLOG-001,P0,NOT_STARTED,20-architecture/201_logical_architecture.md,37,4. Normative requirements,A compute worker shall not receive direct database-owner credentials.,Controlled verification,UNASSIGNED,FIRST_PRODUCTION_BLOCKING,NOT_REQUIRED,NONE,,[],"[""REQ-ARCLOG-001""]",[],[],"[""FND-001""]",
ARCLOG-002,P0,NOT_STARTED,20-architecture/201_logical_architecture.md,38,4. Normative requirements,Publication of a scene revision shall be atomic with its manifest and audit event.,Automated test,UNASSIGNED,FIRST_PRODUCTION_BLOCKING,NOT_REQUIRED,NONE,,[],"[""REQ-ARCLOG-002""]",[],[],"[""FND-001""]",
ARCLOG-003,P1,NOT_STARTED,20-architecture/201_logical_architecture.md,39,4. Normative requirements,Derived indexes shall be rebuildable from canonical transactional records and object assets.,Controlled verification,UNASSIGNED,CONTROLLED_POST_P0_MILESTONE,NOT_REQUIRED,NONE,,[],"[""REQ-ARCLOG-003""]",[],[],"[""FND-001""]",
ARCLOG-004,P1,NOT_STARTED,20-architecture/201_logical_architecture.md,40,4. Normative requirements,"Services shall expose health, readiness, version, and dependency status.",Controlled verification,UNASSIGNED,CONTROLLED_POST_P0_MILESTONE,NOT_REQUIRED,NONE,,[],"[""REQ-ARCLOG-004""]",[],[],"[""FND-001""]",
ARCLOG-005,P1,NOT_STARTED,20-architecture/201_logical_architecture.md,41,4. Normative requirements,The architecture shall support replacing a model or storage vendor without changing stable domain identifiers.,Controlled verification,UNASSIGNED,CONTROLLED_POST_P0_MILESTONE,NOT_REQUIRED,NONE,,[],"[""REQ-ARCLOG-005""]",[],[],"[""FND-001""]",
ARCDEP-001,P0,NOT_STARTED,20-architecture/202_deployment_architecture.md,36,4. Normative requirements,Each profile shall declare which features require cloud connectivity and what happens when unavailable.,Controlled verification,UNASSIGNED,FIRST_PRODUCTION_BLOCKING,NOT_REQUIRED,NONE,,[],"[""REQ-ARCDEP-001""]",[],"[""FND-001"",""FND-002"",""OPS-001""]","[""FND-002"",""OPS-003""]",
ARCDEP-002,P0,IN_PROGRESS,20-architecture/202_deployment_architecture.md,37,4. Normative requirements,"Deployment manifests shall pin service images, infrastructure versions, secrets references, network policies, and resource limits.",Controlled verification,SIP Engineering,FIRST_PRODUCTION_BLOCKING,NOT_REQUIRED,NONE,,"[""infrastructure/compose/docker-compose.yml"",""infrastructure/kubernetes/base"",""infrastructure/terraform"",""tools/validate_infrastructure.py""]","[""tests/contract/test_infrastructure.py::test_infrastructure_structural_policy_gate"",""tests/contract/test_infrastructure.py::test_release_gate_fails_closed_before_images_and_outputs_exist"",""tests/contract/test_observability_infrastructure.py::test_observability_profile_is_hardened_and_digest_pinned""]","[""build/reports/infrastructure-static-validation.json"",""build/reports/test-matrix.json"",""build/reports/tests/contract.xml""]","[""FND-001"",""FND-002"",""OPS-001""]","[""FND-002"",""OPS-003""]","A controlled implementation/test boundary exists, but the normative requirement is broader than the retained evidence and remains in progress."
ARCDEP-003,P1,NOT_STARTED,20-architecture/202_deployment_architecture.md,38,4. Normative requirements,Data residency policy shall be enforceable before asset upload or worker scheduling.,Controlled verification,UNASSIGNED,CONTROLLED_POST_P0_MILESTONE,NOT_REQUIRED,NONE,,[],"[""REQ-ARCDEP-003""]",[],"[""FND-001"",""FND-002"",""OPS-001""]","[""FND-002"",""OPS-003""]",
ARCDEP-004,P1,NOT_STARTED,20-architecture/202_deployment_architecture.md,39,4. Normative requirements,Local upgrades shall be reversible and preserve compatible export paths.,Controlled verification,UNASSIGNED,CONTROLLED_POST_P0_MILESTONE,NOT_REQUIRED,NONE,,[],"[""REQ-ARCDEP-004""]",[],"[""FND-001"",""FND-002"",""OPS-001""]","[""FND-002"",""OPS-003""]",
ARCDEP-005,P1,NOT_STARTED,20-architecture/202_deployment_architecture.md,40,4. Normative requirements,Cloud autoscaling shall enforce tenant quotas and global budget limits.,Controlled verification,UNASSIGNED,CONTROLLED_POST_P0_MILESTONE,NOT_REQUIRED,NONE,,[],"[""REQ-ARCDEP-005""]",[],"[""FND-001"",""FND-002"",""OPS-001""]","[""FND-002"",""OPS-003""]",
ARCREPO-001,P0,NOT_STARTED,20-architecture/203_repository_architecture.md,36,4. Normative requirements,"The repository shall separate apps, services, workers, packages, schemas, infrastructure, tests, fixtures, benchmarks, and third-party notices.",Automated test,UNASSIGNED,FIRST_PRODUCTION_BLOCKING,NOT_REQUIRED,NONE,,[],"[""REQ-ARCREPO-001""]",[],[],"[""FND-001""]",
ARCREPO-002,P0,NOT_STARTED,20-architecture/203_repository_architecture.md,37,4. Normative requirements,Generated code shall be reproducible and CI shall reject uncommitted generated diffs.,Automated test,UNASSIGNED,FIRST_PRODUCTION_BLOCKING,NOT_REQUIRED,NONE,,[],"[""REQ-ARCREPO-002""]",[],[],"[""FND-001""]",
ARCREPO-003,P1,NOT_STARTED,20-architecture/203_repository_architecture.md,38,4. Normative requirements,Third-party source and patches shall record exact upstream revision and license files.,Controlled verification,UNASSIGNED,CONTROLLED_POST_P0_MILESTONE,NOT_REQUIRED,NONE,,[],"[""REQ-ARCREPO-003""]",[],[],"[""FND-001""]",
ARCREPO-004,P1,NOT_STARTED,20-architecture/203_repository_architecture.md,39,4. Normative requirements,"Every deployable component shall have an owner, threat surface, health contract, and release artifact.",Controlled verification,UNASSIGNED,CONTROLLED_POST_P0_MILESTONE,NOT_REQUIRED,NONE,,[],"[""REQ-ARCREPO-004""]",[],[],"[""FND-001""]",
ARCREPO-005,P1,NOT_STARTED,20-architecture/203_repository_architecture.md,40,4. Normative requirements,"Sample data shall contain no real customer, family, biometric, or sensitive-building information.",Controlled verification,UNASSIGNED,CONTROLLED_POST_P0_MILESTONE,NOT_REQUIRED,NONE,,[],"[""REQ-ARCREPO-005""]",[],[],"[""FND-001""]",
ARCSVC-001,P0,VERIFIED,20-architecture/204_service_catalog.md,36,4. Normative requirements,"The catalog shall list service owner, repository path, data stores, inbound/outbound APIs, events, secrets, SLO, and recovery strategy.",Automated test,SIP Engineering,FIRST_PRODUCTION_BLOCKING,NOT_REQUIRED,NONE,,"[""governance/service-catalog.json"",""tools/generate_service_catalog.py"",""services"",""workers""]","[""tests/contract/test_governance_registers.py::test_service_catalog_is_complete_generated_and_owns_recovery_behavior""]","[""build/reports/governance-check.json"",""build/reports/test-matrix.json"",""build/reports/tests/contract.xml"",""governance/service-catalog.json""]","[""DATA-001"",""DATA-002"",""IAM-001""]","[""FND-001"",""PLT-001""]","Verified in the deterministic local reference profile by the exact linked automated test(s) and retained evidence; no external hardware, cloud, GPU, legal, or customer-pilot result is inferred."
ARCSVC-002,P0,IN_PROGRESS,20-architecture/204_service_catalog.md,37,4. Normative requirements,A service shall not write tables owned by another service except through an approved shared-kernel exception.,Controlled verification,SIP Engineering,FIRST_PRODUCTION_BLOCKING,NOT_REQUIRED,NONE,,"[""governance/service-catalog.json"",""tools/generate_service_catalog.py"",""services"",""workers""]","[""tests/contract/test_governance_registers.py::test_table_ownership_conflicts_are_only_explicit_shared_kernel_exceptions""]","[""build/reports/governance-check.json"",""build/reports/test-matrix.json"",""build/reports/tests/contract.xml"",""governance/service-catalog.json""]","[""DATA-001"",""DATA-002"",""IAM-001""]","[""FND-001"",""PLT-001""]","A controlled implementation/test boundary exists, but the normative requirement is broader than the retained evidence and remains in progress."
ARCSVC-003,P1,VERIFIED,20-architecture/204_service_catalog.md,38,4. Normative requirements,Worker callbacks shall be idempotent and authenticated as workload identities.,Automated test,SIP Engineering,CONTROLLED_POST_P0_MILESTONE,NOT_REQUIRED,NONE,,"[""governance/service-catalog.json"",""tools/generate_service_catalog.py"",""services"",""workers""]","[""tests/contract/test_governance_registers.py::test_service_catalog_is_complete_generated_and_owns_recovery_behavior""]","[""build/reports/governance-check.json"",""build/reports/test-matrix.json"",""build/reports/tests/contract.xml"",""governance/service-catalog.json""]","[""DATA-001"",""DATA-002"",""IAM-001""]","[""FND-001"",""PLT-001""]","Verified in the deterministic local reference profile by the exact linked automated test(s) and retained evidence; no external hardware, cloud, GPU, legal, or customer-pilot result is inferred."
ARCSVC-004,P1,VERIFIED,20-architecture/204_service_catalog.md,39,4. Normative requirements,Service shutdown shall drain or safely requeue in-flight work.,Controlled verification,SIP Engineering,CONTROLLED_POST_P0_MILESTONE,NOT_REQUIRED,NONE,,"[""governance/service-catalog.json"",""tools/generate_service_catalog.py"",""services"",""workers""]","[""tests/contract/test_governance_registers.py::test_service_catalog_is_complete_generated_and_owns_recovery_behavior""]","[""build/reports/governance-check.json"",""build/reports/test-matrix.json"",""build/reports/tests/contract.xml"",""governance/service-catalog.json""]","[""DATA-001"",""DATA-002"",""IAM-001""]","[""FND-001"",""PLT-001""]","Verified in the deterministic local reference profile by the exact linked automated test(s) and retained evidence; no external hardware, cloud, GPU, legal, or customer-pilot result is inferred."
ARCSVC-005,P1,VERIFIED,20-architecture/204_service_catalog.md,40,4. Normative requirements,"Critical service dependencies shall have explicit timeout, circuit-breaker, and degradation behavior.",Controlled verification,SIP Engineering,CONTROLLED_POST_P0_MILESTONE,NOT_REQUIRED,NONE,,"[""governance/service-catalog.json"",""tools/generate_service_catalog.py"",""services"",""workers""]","[""tests/contract/test_governance_registers.py::test_service_catalog_is_complete_generated_and_owns_recovery_behavior""]","[""build/reports/governance-check.json"",""build/reports/test-matrix.json"",""build/reports/tests/contract.xml"",""governance/service-catalog.json""]","[""DATA-001"",""DATA-002"",""IAM-001""]","[""FND-001"",""PLT-001""]","Verified in the deterministic local reference profile by the exact linked automated test(s) and retained evidence; no external hardware, cloud, GPU, legal, or customer-pilot result is inferred."
ARCEVT-001,P0,VERIFIED,20-architecture/205_event_driven_workflows.md,36,4. Normative requirements,"Every event shall include event ID, type, schema version, aggregate ID, tenant/project context, occurrence time, trace ID, producer, and payload hash.",Automated test,SIP Engineering,FIRST_PRODUCTION_BLOCKING,NOT_REQUIRED,NONE,,"[""src/sip/events.py"",""src/sip/operations.py"",""src/sip/database.py"",""schemas/events"",""migrations/versions/0008_complete_event_envelope.py""]","[""tests/contract/test_event_architecture.py::test_event_catalog_and_schemas_are_versioned_and_complete"",""tests/contract/test_event_architecture.py::test_transactional_outbox_emits_complete_payload_hashed_envelope""]","[""build/reports/governance-check.json"",""build/reports/test-matrix.json"",""build/reports/tests/contract.xml"",""schemas/events/event-catalog.json""]","[""DATA-001"",""DATA-002"",""IAM-001""]","[""PLT-001""]","Verified in the deterministic local reference profile by the exact linked automated test(s) and retained evidence; no external hardware, cloud, GPU, legal, or customer-pilot result is inferred."
